,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address,price
724,ie7tTBel3ttQhop3Xt2Tyw,sandbar-sports-bar-and-grill-san-diego,Sandbar Sports Bar & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/cGsEkM2ROCmiWdx3lCSdMw/o.jpg,False,https://www.yelp.com/biz/sandbar-sports-bar-and-grill-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,850,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],+18584881274,(858) 488-1274,9394.330513232224,32.7720743775411,-117.252134695559,718 Ventura Pl,,,San Diego,92109,US,CA,"['718 Ventura Pl', 'San Diego, CA 92109']",$$
725,IyIJJZ2smWNSpAHghMqjsQ,el-pollo-grill-chula-vista-5,El Pollo Grill - Otay Ranch,https://s3-media2.fl.yelpcdn.com/bphoto/NXdh5yZsfA9mi8_LkHhUdg/o.jpg,False,https://www.yelp.com/biz/el-pollo-grill-chula-vista-5?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,183,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['delivery', 'pickup']",+16199341300,(619) 934-1300,25574.903416992118,32.624506,-116.964963,2015 Birch Rd,Ste 2003,,Chula Vista,91915,US,CA,"['2015 Birch Rd', 'Ste 2003', 'Chula Vista, CA 91915']",
726,XklSgB7gp-P2_JYGMCeubw,cotijas-taco-shop-chula-vista,Cotijas Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/vhQ2S7NdXBoTTBS7H7qfbA/o.jpg,False,https://www.yelp.com/biz/cotijas-taco-shop-chula-vista?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,100,"[{'alias': 'tacos', 'title': 'Tacos'}]",2.5,"['delivery', 'pickup']",+16197466908,(619) 746-6908,23067.64520572541,32.6528301292899,-116.96969457357412,872 Eastlake Pkwy,Ste 411,,Chula Vista,91914,US,CA,"['872 Eastlake Pkwy', 'Ste 411', 'Chula Vista, CA 91914']",$
727,A9jP04Woo3HXDjL8YOZePw,cotijas-taco-shop-san-diego-14,Cotijas Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/p3z5qkP-CU7ZZZY_MqTJFA/o.jpg,False,https://www.yelp.com/biz/cotijas-taco-shop-san-diego-14?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,319,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+18584877973,(858) 487-7973,27063.22426233403,33.024635,-117.074733,17090 Bernardo Ctr Dr,Ste 124,,San Diego,92128,US,CA,"['17090 Bernardo Ctr Dr', 'Ste 124', 'San Diego, CA 92128']",$
728,oMNAvbrMcG20PYHgTwCXjw,santanas-mexican-food-lemon-grove,Santana's Mexican Food,https://s3-media4.fl.yelpcdn.com/bphoto/1S-dvfRyX95BfsXdGQ2euQ/o.jpg,False,https://www.yelp.com/biz/santanas-mexican-food-lemon-grove?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,177,"[{'alias': 'mexican', 'title': 'Mexican'}]",2.0,['delivery'],+16194631027,(619) 463-1027,13058.697214072656,32.734248731136,-117.031534582337,7733 Palm St,,,Lemon Grove,91945,US,CA,"['7733 Palm St', 'Lemon Grove, CA 91945']",$
729,QCSOwSx5aY8vxUjnRVH3kg,the-latin-chef-liberty-station-san-diego-3,The Latin Chef Liberty Station,https://s3-media3.fl.yelpcdn.com/bphoto/nZLR5E0pwm1oojFZLzBn3Q/o.jpg,False,https://www.yelp.com/biz/the-latin-chef-liberty-station-san-diego-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,107,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,['delivery'],+16192693360,(619) 269-3360,7767.008287883438,32.7399106011385,-117.21127386846076,2820 Historic Decatur Rd,,,San Diego,92106,US,CA,"['2820 Historic Decatur Rd', 'San Diego, CA 92106']",$$
730,IcRICtFj5EteSeP9BVnJaQ,the-hills-pub-la-mesa,The Hills Pub,https://s3-media4.fl.yelpcdn.com/bphoto/NpeVZLDLWFwVjnqEN2aj3g/o.jpg,False,https://www.yelp.com/biz/the-hills-pub-la-mesa?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1164,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,['delivery'],+16197417166,(619) 741-7166,13748.323900725161,32.77069,-117.009,8758 La Mesa Blvd,,,La Mesa,91942,US,CA,"['8758 La Mesa Blvd', 'La Mesa, CA 91942']",$$
731,xrJK0Y1UZddUyrlMEmPRCQ,cien-años-tijuana-2,Cien Años,https://s3-media3.fl.yelpcdn.com/bphoto/G08VYeRINDNtY6iv_bYmhw/o.jpg,False,https://www.yelp.com/biz/cien-a%C3%B1os-tijuana-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,20,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],+526646343039,+52 664 634 3039,32532.596790854364,32.523557,-117.01203,José María Velazco 2531,Col. Zona Río,,Tijuana,22010,MX,BCN,"['José María Velazco 2531', 'Col. Zona Río', '22010 Tijuana, Baja California', 'Mexico']",$$
732,mtYFMqvRk1upfvEq7IhmNw,los-tacos-encinitas-3,Los Tacos ,https://s3-media3.fl.yelpcdn.com/bphoto/MBWda85Z8red8wTrOtGBfQ/o.jpg,False,https://www.yelp.com/biz/los-tacos-encinitas-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,230,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,['delivery'],+17604526502,(760) 452-6502,30060.953240903367,33.0465016149153,-117.257833559872,1450 Encinitas Blvd,,,Encinitas,92024,US,CA,"['1450 Encinitas Blvd', 'Encinitas, CA 92024']",$$
733,N5O1GQc3kaaWeS0OWBi2Pw,cotijas-taco-shop-san-diego-7,Cotijas Taco Shop,https://s3-media1.fl.yelpcdn.com/bphoto/mysMhyANMEnwIaMmJkOnSg/o.jpg,False,https://www.yelp.com/biz/cotijas-taco-shop-san-diego-7?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,87,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+18583657779,(858) 365-7779,19262.725457540757,32.9637756190851,-117.150386717688,13350 Camino Del Sur,,,San Diego,92129,US,CA,"['13350 Camino Del Sur', 'San Diego, CA 92129']",$
734,bzwitAHHG7JFnjhq_0h9tw,rustic-root-san-diego,Rustic Root,https://s3-media1.fl.yelpcdn.com/bphoto/vAlkdO25J9oGbGtYi9M0Lw/o.jpg,False,https://www.yelp.com/biz/rustic-root-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1882,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"['delivery', 'pickup']",+16192321747,(619) 232-1747,8865.985568089764,32.71091,-117.15982,535 5th Ave,,,San Diego,92101,US,CA,"['535 5th Ave', 'San Diego, CA 92101']",$$
735,kWBV4QLwVzHrH22o0A89MQ,el-patron-mexican-grill-poway,El Patron Mexican Grill,https://s3-media3.fl.yelpcdn.com/bphoto/fjNF6YFuYQqFfL3Dhbjj1A/o.jpg,False,https://www.yelp.com/biz/el-patron-mexican-grill-poway?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,166,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,['delivery'],+18582718226,(858) 271-8226,18151.847328986285,32.9338569641113,-117.060752868652,12265 Scripps Poway Pkwy,,,Poway,92064,US,CA,"['12265 Scripps Poway Pkwy', 'Poway, CA 92064']",$
736,RXn_bE7f3eSpCvDOY06tQQ,one-door-north-san-diego-2,One Door North,https://s3-media1.fl.yelpcdn.com/bphoto/9QbGDZDtfuUKSaT6uuQtyQ/o.jpg,False,https://www.yelp.com/biz/one-door-north-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,763,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['delivery', 'restaurant_reservation']",+16196181285,(619) 618-1285,5884.5659720920075,32.7415499,-117.13036,3422 30th St,,,San Diego,92104,US,CA,"['3422 30th St', 'San Diego, CA 92104']",$$
737,HG_JFIIfGn2qA4Xw6oeqFw,taco-salsa-taco-shop-national-city,Taco Salsa Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/EFm8ziAhs8ktPFPMEyxVCA/o.jpg,False,https://www.yelp.com/biz/taco-salsa-taco-shop-national-city?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,164,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"['delivery', 'pickup']",+16194744752,(619) 474-4752,13728.440622129778,32.6769986300284,-117.096518502213,925 E Plaza Blvd,Ste B,,National City,91950,US,CA,"['925 E Plaza Blvd', 'Ste B', 'National City, CA 91950']",$
738,5dCfTvgxcuitln4cCk5Tow,the-duck-dive-san-diego,The Duck Dive,https://s3-media2.fl.yelpcdn.com/bphoto/VzVr17qXb8xcMWps6TFvXg/o.jpg,False,https://www.yelp.com/biz/the-duck-dive-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,989,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],+18582733825,(858) 273-3825,9599.01700620228,32.7986412,-117.2564087,4650 Mission Blvd,,,San Diego,92109,US,CA,"['4650 Mission Blvd', 'San Diego, CA 92109']",$$
739,8h25jhMLix5vkOYHlg16DQ,cotijas-taco-shop-san-diego-10,Cotijas Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/cV9yzwqnO8j_YnX50xAcpg/o.jpg,False,https://www.yelp.com/biz/cotijas-taco-shop-san-diego-10?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,200,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+16192387169,(619) 238-7169,8878.35456198736,32.71128,-117.14272,2295 Market St,,,San Diego,92102,US,CA,"['2295 Market St', 'San Diego, CA 92102']",$
740,VVarXDXGo1tnEY0pjrRilw,shakespeare-pub-and-grille-san-diego,Shakespeare Pub & Grille,https://s3-media3.fl.yelpcdn.com/bphoto/1IyVsgdysKfILJjPacDylA/o.jpg,False,https://www.yelp.com/biz/shakespeare-pub-and-grille-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1187,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,['delivery'],+16192990230,(619) 299-0230,5880.8268244303745,32.7425348,-117.1804019,3701 India St,,,San Diego,92103,US,CA,"['3701 India St', 'San Diego, CA 92103']",$$
741,__ZVSCq3Dwb_vMsBpzaTrw,rigobertos-taco-shop-la-mesa,Rigoberto's Taco Shop,https://s3-media1.fl.yelpcdn.com/bphoto/7NfXCV9YWMlsztwJxNEVRA/o.jpg,False,https://www.yelp.com/biz/rigobertos-taco-shop-la-mesa?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,246,"[{'alias': 'tacos', 'title': 'Tacos'}]",2.5,"['delivery', 'pickup']",+16194600609,(619) 460-0609,12720.91761236007,32.778675,-117.0187431,5454 Jackson Dr,,,La Mesa,91942,US,CA,"['5454 Jackson Dr', 'La Mesa, CA 91942']",$
742,WfS1ifpq0gQEGi7EE0YOPw,el-compadre-taco-shop-el-cajon,El Compadre Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/sT3vT5VxQ0SEAxWzb5YSEg/o.jpg,False,https://www.yelp.com/biz/el-compadre-taco-shop-el-cajon?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,227,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+16195884816,(619) 588-4816,20469.443650763624,32.8019027709961,-116.93531036377,595 N 2nd St,,,El Cajon,92021,US,CA,"['595 N 2nd St', 'El Cajon, CA 92021']",$
743,7UIl_lB3cQhO5c4CtoQ9MA,loma-bonita-mexican-food-san-diego,Loma Bonita Mexican Food,https://s3-media3.fl.yelpcdn.com/bphoto/5NZId-7mhsLuWOQk3ac5aQ/o.jpg,False,https://www.yelp.com/biz/loma-bonita-mexican-food-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,100,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],+16192264722,(619) 226-4722,10481.781334564534,32.7214431762695,-117.230102539062,1155 Scott St,,,San Diego,92106,US,CA,"['1155 Scott St', 'San Diego, CA 92106']",$
744,9ZX1NpKRzn7BhN9OXssdDw,taco-fiesta-2-san-diego,Taco Fiesta 2,https://s3-media1.fl.yelpcdn.com/bphoto/Pfbo2o0oW90D61d2l43T0A/o.jpg,False,https://www.yelp.com/biz/taco-fiesta-2-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,136,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,['delivery'],+16194798385,(619) 479-8385,16578.306360464157,32.6768989562988,-117.039451599121,2939 Alta View Dr,Ste B,,San Diego,92139,US,CA,"['2939 Alta View Dr', 'Ste B', 'San Diego, CA 92139']",$
745,tBJm5CVF8m4zgZjhqmu5JQ,mexipino-craft-chula-vista,Mexipino Craft,https://s3-media4.fl.yelpcdn.com/bphoto/ET_B09QRu4XCxIKB0Wy9CA/o.jpg,False,https://www.yelp.com/biz/mexipino-craft-chula-vista?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,415,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['delivery', 'pickup']",+16194222044,(619) 422-2044,22731.574957758592,32.5968118,-117.076621179099,1660 Broadway,Ste 14,,Chula Vista,91911,US,CA,"['1660 Broadway', 'Ste 14', 'Chula Vista, CA 91911']",$$
746,yhgBNPsvpUvsMhbWpXWkvA,el-sazon-de-mama-san-diego,El Sazon de Mama,https://s3-media2.fl.yelpcdn.com/bphoto/BWSq-XpnLQXQYu8fC0DSsA/o.jpg,False,https://www.yelp.com/biz/el-sazon-de-mama-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,6,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,"['delivery', 'pickup']",+16197953995,(619) 795-3995,10764.955670724157,32.6957745,-117.1307118,2941 National Ave,,,San Diego,92113,US,CA,"['2941 National Ave', 'San Diego, CA 92113']",
747,ivFOR-t2r-tibmKUwQMEfw,santanas-mexican-food-san-diego-8,Santanas Mexican Food,https://s3-media4.fl.yelpcdn.com/bphoto/fg7gZ05hU7C0OQGQJtNDVg/o.jpg,False,https://www.yelp.com/biz/santanas-mexican-food-san-diego-8?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,85,"[{'alias': 'mexican', 'title': 'Mexican'}]",2.5,['delivery'],+18585478900,(858) 547-8900,17106.67312536219,,,12010 Scripps Summit Dr,,,San Diego,92131,US,CA,"['12010 Scripps Summit Dr', 'San Diego, CA 92131']",$
748,Kouoc9gpkx3TjMUz2fsoFw,664-tj-birrieria-san-diego-4,664 TJ Birrieria,https://s3-media3.fl.yelpcdn.com/bphoto/dtQjN7O9p0F5HOAHi0gHUA/o.jpg,False,https://www.yelp.com/biz/664-tj-birrieria-san-diego-4?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,16,"[{'alias': 'tacos', 'title': 'Tacos'}]",2.5,[],+16192551716,(619) 255-1716,6449.526055996008,32.74907,-117.10606,4141 University Ave,,,San Diego,92105,US,CA,"['4141 University Ave', 'San Diego, CA 92105']",
749,fK767jP2s4CsOt2cfflqQQ,starlite-san-diego,Starlite,https://s3-media2.fl.yelpcdn.com/bphoto/tL18T560V6ziCKu0-T6t4w/o.jpg,False,https://www.yelp.com/biz/starlite-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1953,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"['delivery', 'restaurant_reservation']",+16193589766,(619) 358-9766,6325.52369810544,32.73649,-117.17493,3175 India St,,,San Diego,92103,US,CA,"['3175 India St', 'San Diego, CA 92103']",$$
750,FceKY_BJzV41a4CCm71LJQ,cotijas-taco-shop-spring-valley,Cotijas Taco Shop,https://s3-media4.fl.yelpcdn.com/bphoto/r_M9949eHn4Z6BnmsiWOUw/o.jpg,False,https://www.yelp.com/biz/cotijas-taco-shop-spring-valley?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,138,"[{'alias': 'mexican', 'title': 'Mexican'}]",2.5,['delivery'],+16197415238,(619) 741-5238,16214.102033277923,32.74839,-116.9882,9664 Campo Rd,,,Spring Valley,91977,US,CA,"['9664 Campo Rd', 'Spring Valley, CA 91977']",$
751,HFjWygLi9s_8b8Vu8OJX0Q,karl-strauss-san-diego-san-diego,Karl Strauss - San Diego,https://s3-media2.fl.yelpcdn.com/bphoto/_lw70niiGFCNZUf1R9Vn7A/o.jpg,False,https://www.yelp.com/biz/karl-strauss-san-diego-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1151,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,"['pickup', 'delivery']",+16192342739,(619) 234-2739,8221.096574306042,32.7174742,-117.1672896,1157 Columbia St,,,San Diego,92101,US,CA,"['1157 Columbia St', 'San Diego, CA 92101']",$$
752,U_ktR20W5hirJkGrKtehTQ,california-fish-grill-san-diego-4,California Fish Grill,https://s3-media3.fl.yelpcdn.com/bphoto/_dNUDat-k0FwaQ8hrZ2-TA/o.jpg,False,https://www.yelp.com/biz/california-fish-grill-san-diego-4?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,271,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,[],+18584004066,(858) 400-4066,13562.477298517922,32.912315,-117.145272,8285 Mira Mesa Blvd,Ste B,,San Diego,92126,US,CA,"['8285 Mira Mesa Blvd', 'Ste B', 'San Diego, CA 92126']",$$
753,hf-1Cc-3x1vfKKXT2mA3Ug,taqueria-revolucion-chula-vista-9,Taqueria Revolucion,https://s3-media3.fl.yelpcdn.com/bphoto/UKmf1T2ZLKuFzGkzutvqgQ/o.jpg,False,https://www.yelp.com/biz/taqueria-revolucion-chula-vista-9?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,218,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],+16196560450,(619) 656-0450,25349.995558043927,32.623269,-116.970031,2015 Birch Rd,Ste 1201,,Chula Vista,91915,US,CA,"['2015 Birch Rd', 'Ste 1201', 'Chula Vista, CA 91915']",$
754,P6EqZQyVPJTTo8fQPW3_VA,tidal-san-diego,Tidal,https://s3-media1.fl.yelpcdn.com/bphoto/QmFxRhx47pdkYgywg6ltkQ/o.jpg,False,https://www.yelp.com/biz/tidal-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,397,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],+18584906363,(858) 490-6363,8321.491338387435,32.7744004795035,-117.240994991053,1404 Vacation Rd,,,San Diego,92109,US,CA,"['1404 Vacation Rd', 'San Diego, CA 92109']",$$$
755,NqJvkja_pwxidzZb62V2_A,piñata-mexican-snack-bar-san-ysidro,Piñata Mexican Snack Bar,https://s3-media4.fl.yelpcdn.com/bphoto/agT6Tn0QAlZhnHzVCQKWWg/o.jpg,False,https://www.yelp.com/biz/pi%C3%B1ata-mexican-snack-bar-san-ysidro?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,24,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"['pickup', 'delivery']",+16192052397,(619) 205-2397,29331.062254236134,32.5452851,-117.0423468,4211 Camino De La Plz,,,San Ysidro,92173,US,CA,"['4211 Camino De La Plz', 'San Ysidro, CA 92173']",$
756,P8Z2tUzdwdnoD3IPtnu1Cw,gaslamp-tavern-san-diego-2,Gaslamp Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/joH0VflzDRyWRYpwmwR77g/o.jpg,False,https://www.yelp.com/biz/gaslamp-tavern-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,369,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"['pickup', 'delivery']",+16192393339,(619) 239-3339,8481.259950838812,32.714469909668,-117.160453796387,868 5th Ave,,,San Diego,92101,US,CA,"['868 5th Ave', 'San Diego, CA 92101']",$$
757,wAjbGLxM1A3wnF0qcEIrnA,el-rey-morro-san-diego,El Rey Morro,https://s3-media1.fl.yelpcdn.com/bphoto/j_51ZLUCAZHfQpCbexubrw/o.jpg,False,https://www.yelp.com/biz/el-rey-morro-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],+18582707243,(858) 270-7243,6549.414959960941,32.8057204754532,-117.221796102512,4471 Clairemont Mesa Blvd,,,San Diego,92117,US,CA,"['4471 Clairemont Mesa Blvd', 'San Diego, CA 92117']",
758,XMsHTqHIKQHDUdC1qjpG4g,pollo-mex-san-diego,Pollo Mex,https://s3-media2.fl.yelpcdn.com/bphoto/IuP0hoDGti5lmH7tcL4OYQ/o.jpg,False,https://www.yelp.com/biz/pollo-mex-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,16,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],+16192644417,(619) 264-4417,11228.179950686972,32.69573,-117.1128,3793 National Ave,,,San Diego,92113,US,CA,"['3793 National Ave', 'San Diego, CA 92113']",$
759,LYgS7dq-XVlqHgINv8nFAA,nachos-taco-shop-la-mesa,Nachos Taco Shop,https://s3-media4.fl.yelpcdn.com/bphoto/YgC5rHH7372SFpHekC2C5g/o.jpg,False,https://www.yelp.com/biz/nachos-taco-shop-la-mesa?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,113,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,['delivery'],+16194629414,(619) 462-9414,11787.92779982548,32.7599,-117.03326,7589 University Ave,,,La Mesa,91941,US,CA,"['7589 University Ave', 'La Mesa, CA 91941']",$
